FinInstrmId,Market Cap
512038,1858.54
512047,97.1
512063,0.68
511726,145.05
511740,58.87
512093,53.79
512115,42.87
512020,1471.28
512048,82.47
512064,21.49
512175,34.89
512179,6425.74
512197,1.91
512217,8.49
512229,1018.38
512237,1951.62
512267,1931.33
512070,57799.09
512301,7.77
512329,4085.09
512344,7.24
512345,72.78
512361,560.9
512379,186.18
512091,1.01
512381,299.34
512393,389.78
512415,17.7
512425,29.48
512443,12.55
512149,218.01
512161,85.93
512463,11020.43
512165,219.71
512485,78.24
512489,42.55
512493,244.75
512499,48.23
512527,287.09
512529,4584.89
512531,828.3
512559,134.94
512573,9776.31
512587,61.6
512589,51.42
512591,27.34
512595,384.55
512297,10.72
512455,77429.34
512519,565.24
512597,188.76
512618,10.84
512600,86.66
512599,300092.76
512608,137.79
513005,20.65
513043,107.57
513059,50.08
513119,78.11
513252,251.58
513262,3809.27
513303,26.58
513269,2660.62
513337,158.73
513353,255.88
513349,3532.88
513361,238.85
513397,4.55
513418,53.55
513401,17.63
513422,23.9
513430,14.24
513436,121.75
513517,2428.4
513536,876.99
513687,3.26
514043,1888.65
514045,164.78
514165,111.37
514167,3864.62
514175,526.35
514183,527.34
514197,19.16
514171,72.5
514211,71.68
514223,7.95
514234,2348.78
514238,642.11
514248,14.78
514240,14.49
514266,28.59
514264,16.4
514274,368.32
514280,82.19
514286,536.26
514302,106.19
514300,131.55
514312,39.82
514322,58.96
514316,502.2
514324,208.94
514326,35.0
514330,172.89
514332,16.15
514358,86.8
514354,548.85
514360,185.94
514378,44.37
514386,14.51
514402,103.01
514412,31.81
514418,471.47
514428,166.28
514440,16.23
514446,2899.56
514448,1629.0
514442,66.98
515030,20426.85
515043,1031.32
514450,239.97
514454,23.53
515008,527.54
514460,11.43
514470,204.15
515018,118.19
515055,20856.52
515037,273.66
515059,21.82
515127,6.2
515093,40.87
516020,8.35
516003,240.86
515147,728.6
516022,274.16
516032,187.76
516030,930.43
516064,965.33
516108,166.78
516072,3439.81
517035,2065.08
517041,1877.94
516078,56.74
517044,6.29
517059,1536.72
517096,118.16
516096,24.96
517119,55.71
517146,11919.97
517166,576.24
517168,6121.72
517174,35854.59
517206,3343.22
517214,525.65
517236,142.31
516098,21.17
516106,17.7
516110,23.71
517015,2057.31
517271,16817.42
517063,133.69
517288,84.77
517300,3350.34
517170,125.89
517201,19.34
517238,102.24
517356,20.44
517360,31.78
517246,165.73
517258,234.73
517264,32.19
517334,109797.91
517344,696.56
517354,96495.71
517372,170.84
517385,8000.22
517393,276.83
517397,17.07
517399,6.92
517411,17.67
517415,55.77
517421,1271.24
517423,47.06
517431,68.29
517429,124.34
517437,77.16
517447,217.94
517449,545.9
517477,141.2
517467,3493.63
517494,91.14
517500,1832.63
517498,5808.44
517506,8649.76
517514,177.02
517530,252.92
517522,2062.32
517536,810.96
517544,3456.25
517546,62.44
517554,62.83
517556,530.7
517562,255.77
517569,37189.07
518053,41.92
518011,60.41
518075,323.02
518091,440.92
519003,613.84
519064,6.3
519097,32.41
519091,2889.06
519105,1034.01
519126,6650.64
519136,549.14
519152,884.23
519174,5.64
519156,3705.33
519183,2922.37
519191,26.75
519262,12.04
519214,6.39
519216,299.24
519224,38.01
519230,26.22
519307,30.67
519234,67.93
519238,128.26
519260,36.07
519287,148.39
519285,14.75
519295,228.73
519455,111.29
519299,124.97
519367,3.67
519331,90.43
519359,39.4
519383,289.89
519421,754.58
519397,436.89
519457,97.99
519475,32.23
519477,1300.5
519479,9.59
519483,20.96
519500,19.23
519528,41.95
519506,17.49
519532,30.6
519566,63.7
519552,4351.2
519574,34.5
519602,1287.18
519600,11894.0
519604,8.23
519606,16.98
520021,235.51
520008,1041.69
520043,612.92
520086,813.98
520111,20151.45
520113,10523.52
520051,3801.08
520056,24278.6
520123,47.54
520127,35.91
520141,17.24
520057,3713.83
520059,799.0
521005,44.85
520066,822.92
520073,1082.15
520075,131.59
520119,922.67
520121,3.22
520151,605.48
521054,11.85
520155,116.74
521014,12.42
521018,309.57
521016,5802.0
521097,123.12
521105,24.09
521034,258.48
521048,16.8
521064,15980.92
521133,25.16
521062,13.88
521070,10312.8
521080,12.01
521113,290.86
521131,23.42
521141,36.75
521151,53.55
521149,43.78
521163,283.33
521161,13.97
521178,41.29
521180,55.99
521194,637.55
521200,136.34
521206,19.52
521210,20.13
521216,70.99
521220,90.8
521226,18.39
521222,29.0
521234,14.62
521228,45.49
521238,1339.16
521240,61.82
521244,41.79
521246,86.23
522001,57.95
521248,5665.8
522005,50.83
522004,439.85
522014,455.91
522017,679.93
522027,9.66
522034,3972.73
522029,3048.4
522036,20.94
522064,3064.41
522073,1324.92
522074,17534.58
522091,179.1
522101,2404.94
522113,25444.99
522105,300.51
522108,1408.55
522122,840.71
522134,670.1
522152,71.68
522163,9074.44
522165,162.58
522195,1973.19
522183,123.43
522205,9080.37
522207,56.76
522209,21.55
522215,2921.08
522217,462.15
522231,80.82
522267,27.34
522235,93.07
522237,12.91
522241,1779.42
522249,2596.51
522251,201.44
522261,1784.2
522257,2354.4
522275,58763.96
522273,85.24
522281,2862.73
522285,4709.34
522287,20828.27
522289,18.88
522294,91.22
522292,168.79
522295,1427.4
523007,93.0
522650,706.88
523011,183.6
523120,45.73
523127,2378.04
523144,55.6
523151,9.16
523160,823.76
523019,99.02
523021,40.61
523023,474.67
523025,10756.75
523100,328.3
523116,138.06
523105,1482.6
523204,303.32
523186,56.9
523222,13.97
523229,639.3
523232,66.39
523248,159.31
523260,50.32
523261,2245.45
523269,567.94
523283,192.06
523277,70.86
523289,93.84
523309,167.56
523319,3714.2
523384,155.65
523301,3409.54
523385,2596.52
523323,6777.75
523395,33465.65
523405,16297.79
523411,545.1
523329,765.01
523419,114.57
523449,150.48
523457,58419.69
523445,1416.83
523467,18.9
523465,39.69
523475,1835.69
523483,150.23
523489,25.99
523519,10.54
523537,83.85
523539,3501.7
523550,68.25
523558,650.65
523566,37.62
523574,27.75
523586,258.7
523594,15.16
523598,10224.29
523606,2565.73
523610,30623.47
523618,1940.54
523630,4900.88
523642,63272.52
523638,177.53
523367,21850.63
523652,11.01
523660,218.94
523650,25.2
523672,72.71
523676,125.88
523694,2079.24
523371,390.97
523708,1453.63
523373,430.73
523391,857.26
523398,4821.9
523620,24.37
523648,534.73
523696,131.19
523716,3362.56
523704,7822.92
523732,55.28
523736,1200.3
523752,89.1
523782,13.64
523754,398.74
523792,589.54
523796,696.54
523828,703.58
523826,20.72
523832,18.64
523836,21.53
523840,51.58
523838,2109.44
523842,99.01
524019,4135.36
524037,492.82
523844,76.43
524051,3609.19
524055,8.6
524075,522.89
523850,765.41
523862,1135.32
523888,50.53
524129,581.56
523896,6.96
524000,35464.19
524164,2745.36
524013,27.05
524038,28.84
524080,34.21
524091,2486.74
524109,1086.96
524136,119.74
524156,30.1
524200,20237.09
524174,294.95
524230,8628.4
524238,35.38
524280,866.24
524204,64.96
524208,16383.78
524212,888.08
524226,5109.59
524314,38.45
524322,45.9
524332,1239.69
524330,761.7
524336,61.27
524404,11872.89
524342,761.34
524372,3752.71
524348,4838.22
524370,969.52
524394,2067.28
524400,22.73
524396,77.14
524408,69.01
524412,194.96
524434,21.64
524414,17.75
524440,41.86
524444,433.66
524458,11.77
524470,1781.3
524480,570.59
524488,64.1
524494,37181.08
524506,215.03
524500,852.36
524520,1075.38
524522,26.22
524542,552.86
524548,29.85
524558,19628.32
524564,53.26
524570,319.36
524572,232.41
524576,15.06
524580,6.77
524582,168.77
524590,3.48
524592,303.54
524594,97.21
524598,243.4
524632,926.55
524602,47.7
524604,8.75
524606,10.76
524614,58.16
524624,12.82
524622,23.73
524628,8.01
524634,330.02
524636,403.49
524640,88.24
524642,4.5
524648,1182.81
524654,222.33
524652,102.48
524661,131.3
524663,99.7
524667,3044.08
524675,39.29
524687,136.03
524709,5231.73
524703,47.82
524711,69.06
524715,414522.99
524717,375.67
524731,573.73
524742,15907.73
524735,4290.87
524748,15.61
524743,5159.26
524752,11.91
524768,17.08
524774,848.49
524790,320.45
524804,67024.51
524816,18106.22
524808,13.05
524818,33.31
524820,2097.31
524824,162.39
524828,154.32
526001,4.01
526027,138.97
526043,33.47
526071,24.21
526073,289.63
526081,9.44
526113,10.89
526115,5.89
526117,114.12
526125,2635.96
526133,9.35
526137,144.23
526139,33.41
526161,32.62
526225,8.62
526227,2629.84
526169,352.16
526179,491.58
526193,95.09
526211,137.85
526217,351.76
526315,66.34
526325,88.24
526335,69.01
526345,31.87
526365,66.6
526373,27.14
526231,53.69
526381,123.17
526247,2873.54
526237,119.1
526423,880.51
526433,3454.34
526241,81.64
526251,12.59
526263,460.59
526269,50.37
526409,105.55
526397,182.0
526439,7.27
526435,73.59
526441,6.95
526443,201.05
526445,63.52
526468,9.39
526473,10.06
526477,9.99
526479,83.1
526481,69.68
526488,122.81
526494,6.48
526532,18.44
526544,118.23
526546,130.77
526550,307.31
526554,16.68
526570,1240.35
526506,1542.88
526574,7.66
526500,16.68
526582,629.02
526588,9.72
526596,655.95
526604,14.88
526612,16298.96
526608,1367.69
526614,159.1
526622,21.26
526616,57.84
526638,180.91
526508,25.26
526642,452.06
526640,100.05
526654,165.51
526662,14.76
526666,1088.87
526668,695.43
526677,50.3
526705,86.58
526519,256.36
526711,27.75
526717,187.24
526709,119.15
526723,268.6
526721,528.37
526727,52.83
526729,3665.74
526725,871.24
526747,291.81
526731,213.58
526521,1713.22
526739,226.5
526751,5.97
526761,24.61
526773,44.51
526775,697.97
526783,2100.9
526755,18.38
526797,3796.99
526813,5.4
526817,685.37
526821,256.32
526807,2140.66
526829,1850.25
526827,19.26
526841,9.08
526849,78.9
526847,40.94
526839,5.6
526853,168.56
526851,53.62
526861,132.33
526865,6.44
526859,10.26
526873,311.72
526881,4948.14
526877,8.03
526885,950.68
526891,6.3
526899,133.69
526901,33.34
526905,7.32
526935,123.69
526921,61.75
526945,40.83
526961,697.88
526953,668.08
526967,5.31
526965,75.89
526971,184.49
526525,6.15
527001,5080.56
526981,191.7
530001,4333.51
527005,31.35
530005,10809.21
530007,10182.58
530011,3336.2
530019,19067.55
530017,124.35
530023,794.08
530025,19.92
530027,5.3
530037,45.9
530043,89.56
530045,83.8
530057,8.28
530053,59.5
526530,509.92
530065,11.62
530063,10.81
530067,732.46
530073,2328.89
530079,1733.46
530075,998.49
530077,99.66
530095,31.46
530109,49.34
530111,12.37
530117,9507.86
530119,15.92
530125,114.94
530127,15.42
530129,534.89
530135,5295.82
530133,36.48
530139,41.64
530141,16.12
530145,479.64
530167,18.24
530163,700.53
530171,19.6
530175,158.3
530179,23.92
530185,146.34
530187,6.65
530197,105.26
530201,25.35
530207,5.7
530213,41.53
530215,324.94
530217,38.14
530233,182.05
530235,44.51
530239,6487.69
526586,642.18
526650,2691.75
530249,35.73
530253,210.02
530255,30.71
530259,24.08
530263,26.69
530265,45.42
530271,6.28
530281,8.36
530299,510.69
530305,5495.73
530307,1647.91
530309,38.74
530313,313.3
530315,158.8
530317,67.02
530331,144.6
530341,92.96
530343,11338.04
530355,1291.97
530357,57.35
526947,2930.4
530363,558.0
530365,440.02
530367,2786.52
526987,800.27
530369,22.53
530393,100.03
530377,506.15
530405,29.41
530407,42.51
530419,49.48
530421,10.87
530427,40.85
530429,13.54
530433,39.66
530443,4.11
530445,15.7
530449,131.48
530457,286.36
530461,68.2
530469,12.72
530475,1691.68
530477,479.78
530495,236.53
530499,758.97
530517,12310.01
530521,290.97
530525,109.41
530533,78.22
530545,103.19
530549,8829.05
530555,1837.82
530557,70.64
530565,24.86
530577,56.09
530579,351.56
530251,14.67
530581,4.39
530585,225.51
530601,83.93
530245,832.93
530617,89.55
530621,176.06
530627,401.13
530643,1184.43
530655,3782.04
530663,5.82
530665,23.11
530675,22.51
530677,286.45
530689,74.21
530695,61.74
530697,23.15
530705,57.94
530361,57.14
530711,57.97
530723,94.0
530733,3.66
530735,8.46
530741,105.7
530745,145.7
530747,42.0
530439,6.85
530787,49.1
530789,66.93
530797,12.6
530799,14.59
530803,878.78
530805,11.87
530809,19.4
530813,8709.26
530821,26.63
530825,91.2
530829,22.75
530839,7.44
530843,3581.2
530845,555.89
530853,26.41
530879,1467.42
530881,107.91
530883,54.49
530897,50.39
530615,100.32
530709,70.38
530759,1282.91
530871,301.24
530899,21.91
530909,45.54
530907,19.04
530929,33.11
530925,30.42
530931,7.05
530953,28.05
531003,18.29
530997,75.75
531017,12.5
531015,13.0
531025,30.36
531155,6.65
531178,31.02
531201,6131.95
531254,130.69
531253,260.36
531273,118.37
531337,29.49
531357,995.46
531358,14085.7
531359,938.27
531360,11.83
531364,325.47
531370,7.26
531398,97.52
531437,28.9
531486,7.52
531489,134.54
531494,235.64
531497,54.46
531499,1.73
531500,6058.73
531502,28.66
531540,139.78
531541,6.31
531543,4242.01
531548,2317.25
531550,237.23
531552,24.0
531568,4.24
531637,1266.39
531635,56.49
531716,4.34
531737,24.85
531758,21.21
531761,1897.82
531762,11.78
531768,22022.64
531771,714.69
531780,36.26
531795,1276.28
531797,22.07
531810,53.12
531812,6.22
531814,49.1
531821,27.21
531834,4.13
531832,57.99
531840,28.54
531841,45.0
531842,123.45
531869,54.13
531845,113.82
531878,12.37
531846,8.71
531847,1184.5
531859,1121.39
531861,75.35
531893,27.46
531902,9.52
531900,57.0
531909,17.55
531862,208.14
531867,4.61
531913,4.0
531918,104.77
531921,1381.65
531870,29.75
531929,4.52
531888,131.47
531930,39.02
531931,68.23
531944,5.91
531889,507.59
531959,145.9
531892,37.25
531962,20.78
531968,30.27
531910,489.61
531978,939.84
531911,13.49
531923,78.5
531982,59.76
531989,5.85
531991,12.03
531925,5.89
531996,105.14
531997,194.41
532001,28.94
532005,70.74
531950,33.16
532011,460.14
532016,732.7
532022,550.05
532039,370.46
532041,9.64
532042,21.15
532051,887.39
531952,73.69
532053,109.27
532056,38.84
532057,119.73
532067,1381.38
532070,164.14
532090,206.27
532100,10.76
531960,38.13
532092,22.66
532102,217.97
532123,69.21
532124,30.98
532131,37.47
532134,126362.23
532140,49.24
532143,819.65
532141,618.75
532145,22.91
532144,23884.75
532149,52697.13
532150,4535.98
532154,48.4
532155,121474.97
532156,4003.32
532159,86.69
531977,84.04
532160,137.59
532162,6677.84
532164,10.7
532172,59.32
532163,9312.7
532174,1021532.27
532175,14502.33
532173,522.99
532178,13882.45
532180,1169.89
532183,76.21
532187,68642.61
532181,12133.29
532210,16161.39
532209,12377.29
532189,5178.33
532212,70.23
532217,13.16
532216,65.31
532218,8013.85
532221,12227.92
532230,126.53
532219,104.55
532240,1762.89
532234,34978.65
532256,3698.76
532259,36306.53
532268,2091.02
532271,97.14
532262,121.27
532284,48.38
532281,425244.89
532275,143.2
532286,96291.22
532290,79.4
532300,29725.53
532296,62844.71
532303,2.91
532304,26.72
532305,649.53
532309,2076.66
532310,569.24
532315,15.55
532313,7693.2
531980,19.41
532323,1149.03
532324,102.52
531979,43.21
532326,209.88
532331,33731.26
532329,453.39
532332,6.86
532334,187.65
532320,315.63
532335,49.8
532340,2.81
532339,168.69
532341,621.04
532343,137065.01
532344,339.56
532345,1019.53
532349,9356.69
532348,801.42
532350,6.31
532351,139.76
532355,37.05
532354,6.36
532356,7965.7
532359,6.22
532362,157.67
532357,189.63
532365,1366.89
532369,2454.53
532370,1470.05
532366,1791.82
532372,290.9
532371,12603.42
532373,106.11
532374,5562.46
532376,155.25
532378,4.58
532375,8347.4
532379,6.06
532380,46.67
532015,5.54
532387,45.6
532384,145.19
532029,5109.95
532388,75158.47
532390,2641.3
532392,16.49
532395,5906.11
532398,15.69
532397,10.64
532404,48.72
532402,60.66
532400,11938.2
532406,4118.83
532407,3383.82
532408,752.45
532413,96.34
532410,80.75
532416,43.28
532419,154.61
532425,36.58
532430,3145.62
532432,99727.08
532435,167.96
532440,4980.53
532439,10071.31
532443,8392.04
532454,1103186.32
532456,21.1
532321,97317.92
532333,102.31
532382,1126.53
532386,110.67
532455,89.27
532457,1053.75
532460,286.16
532461,128950.82
532466,76286.68
532467,982.82
532468,9902.99
532475,838.99
532477,111755.99
532493,9441.81
532497,36803.53
532478,52087.81
532482,11932.0
532505,40063.89
532483,104267.14
532485,1810.41
532486,3171.86
532513,802.62
532514,30835.04
532515,1014.07
532521,66.46
532522,46875.0
532523,52168.32
532524,5656.72
532488,180214.67
532527,12051.21
532525,43995.69
532528,4413.77
532529,962.23
532531,8344.87
532538,368344.54
532539,63522.02
532540,1176891.51
532541,63355.33
532500,394102.05
532543,231.77
532548,16257.51
532555,331771.43
532605,15240.87
532604,146.4
532610,890.37
532612,3061.25
532613,377.55
532614,17.67
532616,1070.48
532624,887.35
532504,25168.79
532627,16804.68
532626,2728.06
532630,6744.72
532636,22298.23
532628,403.37
532637,136.66
532638,6012.53
532641,541.99
532640,27.14
532642,24086.19
532644,50029.96
532503,898.51
532507,146.06
532645,4.67
532650,1886.3
532651,123.28
532652,7296.68
532654,367.89
532656,69.42
532661,2392.82
532662,495.06
532663,2177.58
532666,468.42
532667,92015.16
532668,9021.61
532670,6906.95
532674,263.5
532673,261.65
532676,18.04
532683,31687.4
532684,1568.66
532686,1958.0
532687,812.86
532689,9721.31
532694,424.88
532695,87.67
532698,2182.18
532699,1101.12
532700,712.43
532701,30.43
532702,18263.52
532705,1572.33
532708,661.69
532707,414.67
532713,464.04
532714,23383.01
532710,231.79
532717,1991.3
532716,289.62
532719,1553.73
532720,36952.38
532723,38.0
532722,3422.82
532725,139047.02
532726,14085.98
532508,56753.61
532728,71.65
532729,1118.02
532730,41.21
532734,12622.22
532733,22427.36
532735,5310.54
532737,662.54
532738,433.54
532740,393.88
532741,855.97
532742,1763.55
532744,9.98
532745,16.53
532748,5332.47
532749,3488.88
532754,97110.9
532755,154558.17
532509,6399.93
532757,9866.11
532759,285.58
532761,74.31
532762,13930.35
532764,776.14
532766,3.89
532767,148.07
532768,5187.34
532772,4687.38
532771,109.06
532773,357.14
532774,419.34
532776,396.59
532775,2190.63
532777,91016.65
532779,70178.65
532780,1042.69
532782,793.26
532783,17043.17
532784,17663.36
532553,7295.79
532785,416.64
532790,8706.38
532795,43.6
532794,905.62
532797,339.1
532799,4059.88
532796,7848.36
532801,91.85
532804,6926.54
532805,24180.28
532806,162.47
532807,315.97
532808,7303.82
532810,140435.83
532633,1464.86
532812,100.18
532809,25130.0
532814,85336.9
532815,2165.33
532817,93.06
532820,148.91
532648,64208.77
532822,83099.11
532649,403.67
532827,54713.38
532826,238.28
532829,501.72
532830,40413.41
532828,104.52
532832,16021.4
532835,6768.22
532839,1110.28
532842,1167.47
532843,60324.93
532845,34.85
532847,155.4
532848,2443.41
532850,1286.28
532851,2922.59
532853,516.4
532855,105.97
532856,10384.27
532859,2622.58
532864,1220.63
532867,6586.68
532868,206354.36
532869,142.6
532870,28.5
532872,5266.99
532875,1030.39
532879,134.53
532878,219.14
532880,1936.92
532884,5860.29
532886,115.97
532885,34684.97
532889,40410.96
532890,145.42
532888,924.47
532891,6863.11
532892,56548.85
532893,1174.34
532894,252.32
532896,166.69
532895,34.38
532898,277530.02
532756,16407.42
532900,2774.01
532899,5932.47
532906,643.61
532904,314.16
532907,472.04
532911,63.79
532915,8846.64
532916,83.17
532918,54.8
532921,312140.08
532922,10765.18
532924,3518.24
532923,1266.0
532925,30.85
532926,12847.0
532927,16963.29
532929,26670.72
532928,15371.49
532930,727.75
532932,484.76
532933,72.78
532798,8613.61
532934,323.8
532935,487.6
532939,26683.99
532940,5581.47
532941,251.45
532942,6161.85
532945,2651.74
532944,552.87
532946,78.38
532951,86.19
532947,29337.46
532953,17265.37
532952,548.35
532957,64.6
532955,105658.11
532960,3948.16
532966,12688.96
532825,16.08
532974,998.24
532967,3170.02
532977,231929.03
532976,11115.78
532978,325546.45
